numeropol;freq_paiement;langue;type_prof;alimentation;type_territoire;utilisation;presence_alarme;marque_voiture;sexe;nbsin;exposition;cout;age;duree_permis
33778;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;BMW;F;0;0.093150685;0;47;16
33779;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;ROVER;M;0;0.816438356;0;40;21
33780;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.194520548;0;29;7
33781;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.802739726;0;29;7
33782;annuel;A;Professeur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;M;0;0.904109589;0;63;33
33783;annuel;A;Professeur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;M;0;0.093150685;0;64;34
33784;annuel;A;Professeur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;M;0;0.901369863;0;64;34
33785;annuel;A;Professeur;Végétarien;Urbain;Travail-quotidien;non;TOYOTA;M;0;0.997260274;0;66;36
33786;annuel;A;Professeur;Carnivore;Urbain;Travail-quotidien;non;TOYOTA;M;0;1;0;67;37
33787;mensuel;F;Infirmière;Végétalien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;1;0;34;17
33788;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.224657534;0;35;18
33789;mensuel;A;Avocat;Végétalien;Urbain;Travail-quotidien;oui;FORD;M;0;1;0;35;10
33790;mensuel;A;Avocat;Végétarien;Urbain;Travail-quotidien;oui;FORD;M;1;0.997260274;75.97;37;12
33791;mensuel;A;Avocat;Végétarien;Urbain;Travail-quotidien;oui;FORD;M;0;0.216438356;0;38;13
33792;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;VOLKSWAGEN;M;0;0.997260274;0;23;5
33793;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;VOLKSWAGEN;M;0;0.002739726;0;24;6
33794;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.810958904;0;24;6
33795;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.580821918;0;25;7
33796;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;HONDA;M;0;0.41369863;0;26;8
33797;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;VOLKSWAGEN;M;0;1;0;26;4
33798;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;0.997260274;0;54;26
33799;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;F;1;0.997260274;31346.69;55;27
33800;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;F;0;0.997260274;0;56;28
33801;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;VOLVO;M;0;0.339726027;0;61;32
33802;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;VOLVO;M;1;0.657534247;170.07;61;32
33803;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;VOLVO;M;0;0.997260274;0;63;34
33804;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;1;0;44;26
33805;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;HONDA;F;1;0.997260274;70122.46;45;27
33806;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;46;28
33807;mensuel;F;Infirmière;Végétalien;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;47;29
33808;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;HONDA;M;0;0.589041096;0;67;38
33809;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;PEUGEOT;M;0;0.408219178;0;67;38
33810;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;39;13
33811;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;40;14
33812;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;41;15
33813;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.073972603;0;40;18
33814;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.920547945;0;40;18
33815;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;FORD;M;0;0.35890411;0;41;19
33816;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;PEUGEOT;F;1;1;1792.43;36;16
33817;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;PEUGEOT;F;0;0.997260274;0;37;17
33818;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;oui;PEUGEOT;F;0;0.997260274;0;38;18
33819;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;PEUGEOT;F;0;0.997260274;0;39;19
33820;mensuel;F;Infirmière;Végétalien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;M;1;0.336986301;326.19;23;3
33821;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;non;PEUGEOT;F;0;1;0;45;23
33822;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-quotidien;non;PEUGEOT;F;1;0.997260274;219.29;46;24
33823;mensuel;A;Infirmière;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;M;0;0.997260274;0;42;23
33824;mensuel;A;Infirmière;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;M;0;0.523287671;0;43;24
33825;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;VOLVO;F;0;0.005479452;0;62;30
33826;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;VOLVO;F;0;0.991780822;0;62;30
33827;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;VOLVO;F;0;0.997260274;0;63;31
33828;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;VOLVO;F;0;0.997260274;0;64;32
33829;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.252054795;0;25;6
33830;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.498630137;0;25;6
33831;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;F;0;0.495890411;0;25;6
33832;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SEAT;F;0;0.997260274;0;26;7
33833;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.997260274;0;60;33
33834;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.997260274;0;61;34
33835;mensuel;F;Actuaire;Végétarien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.997260274;0;62;35
33836;mensuel;F;Actuaire;Végétalien;Semi-urbain;Travail-quotidien;oui;VOLKSWAGEN;M;0;0.060273973;0;51;30
33837;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;LANCIA;M;0;1;0;47;29
33838;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;LANCIA;M;0;0.139726027;0;49;31
33839;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;GM;M;0;1;0;49;30
33840;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;GM;M;0;0.997260274;0;50;31
33841;annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.482191781;0;53;33
33842;annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.515068493;0;54;34
33843;annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;54;34
33844;annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;55;35
33845;annuel;A;Avocat;Carnivore;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;56;36
33846;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;NISSAN;F;0;0.997260274;0;49;30
33847;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;NISSAN;F;2;0.997260274;6548.42;50;31
33848;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;oui;NISSAN;F;0;1;0;51;32
33849;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;M;1;0.997260274;716.7;35;16
33850;mensuel;F;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;VOLKSWAGEN;F;1;0.816438356;9960.45;68;30
33851;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;1;0;31;11
33852;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HONDA;M;1;0.676712329;95101.96;32;12
33853;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HONDA;M;1;0.317808219;53280.14;33;13
33854;mensuel;A;Technicien;Végétalien;Urbain;Travail-quotidien;oui;VOLKSWAGEN;F;0;1;0;25;4
33855;mensuel;A;Technicien;Végétarien;Urbain;Travail-quotidien;oui;VOLKSWAGEN;F;0;0.997260274;0;26;5
33856;mensuel;A;Technicien;Végétarien;Urbain;Travail-quotidien;oui;PEUGEOT;F;0;0.134246575;0;28;7
33857;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;ALFA ROMEO;F;0;1;0;38;20
33858;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;ALFA ROMEO;F;1;0.997260274;24875.01;39;21
33859;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLVO;M;0;1;0;41;20
33860;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLVO;M;0;0.997260274;0;42;21
33861;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLVO;M;0;0.997260274;0;43;22
33862;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;VOLVO;M;0;0.997260274;0;44;23
33863;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;42;21
33864;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;43;22
33865;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.997260274;0;44;23
33866;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;Autres;M;0;0.347945205;0;35;17
33867;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;1;0.298630137;467.25;35;17
33868;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;M;0;0.117808219;0;36;18
33869;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;0;0.997260274;0;41;14
33870;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MITSUBISHI;M;0;0.997260274;0;41;14
33871;mensuel;F;Infirmière;Végétalien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;1;0;26;5
33872;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;0.652054795;0;27;6
33873;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;0.342465753;0;28;7
33874;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;0.997260274;0;28;7
33875;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;1;0.164383562;2936.86;29;8
33876;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;0.109589041;0;29;8
33877;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;F;0;0.717808219;0;29;8
33878;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.205479452;0;27;6
33879;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;M;0;0.789041096;0;27;6
33880;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;M;1;0.997260274;120.39;28;7
33881;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.104109589;0;54;25
33882;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.893150685;0;54;25
33883;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;55;26
33884;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;56;27
33885;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.246575342;0;57;28
33886;mensuel;F;Professeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;MITSUBISHI;M;0;0.997260274;0;27;5
33887;mensuel;A;Médecin;Carnivore;Urbain;Travail-quotidien;non;BMW;F;0;1;0;51;28
33888;mensuel;A;Médecin;Carnivore;Urbain;Travail-quotidien;non;BMW;F;0;1;0;51;28
33889;mensuel;A;Infirmière;Carnivore;Rural;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;35;14
33890;mensuel;A;Infirmière;Carnivore;Rural;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.550684932;0;36;15
33891;mensuel;A;Infirmière;Carnivore;Rural;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.443835616;0;37;16
33892;mensuel;A;Infirmière;Végétarien;Rural;Travail-occasionnel;oui;FIAT;M;0;0.997260274;0;37;14
33893;mensuel;A;Infirmière;Carnivore;Rural;Travail-occasionnel;oui;FIAT;M;0;0.098630137;0;38;15
33894;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;1;0;25;7
33895;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.153424658;0;27;9
33896;mensuel;F;Avocat;Végétarien;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;27;9
33897;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;28;10
33898;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;31;11
33899;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.997260274;0;33;13
33900;mensuel;F;Infirmière;Végétarien;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;1;0;34;14
33901;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;MAZDA;F;0;0.030136986;0;51;33
33902;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;MAZDA;F;0;0.44109589;0;51;33
33903;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.523287671;0;52;34
33904;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;0;0.501369863;0;52;34
33905;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.493150685;0;53;35
33906;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;MAZDA;F;1;1;612.87;23;3
33907;annuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;FORD;F;0;0.994520548;0;24;4
33908;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;F;0;0.997260274;0;26;6
33909;mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;M;1;1;33070.34;42;24
33910;mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;BMW;M;0;0.167123288;0;43;25
33911;mensuel;F;Professeur;Carnivore;Semi-urbain;Travail-occasionnel;non;CHRYSLER;M;0;0.01369863;0;43;25
33912;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;oui;FORD;M;0;1;0;39;29
33913;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;oui;FORD;M;0;0.997260274;0;40;30
33914;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-quotidien;oui;FORD;M;0;0.997260274;0;42;32
33915;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;MAZDA;M;0;0.997260274;0;38;30
33916;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;MAZDA;M;0;0.997260274;0;39;31
33917;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;MAZDA;M;0;0.997260274;0;40;32
33918;mensuel;A;Hockeyeur;Végétarien;Urbain;Travail-quotidien;oui;FIAT;F;0;0.997260274;0;52;33
33919;mensuel;A;Hockeyeur;Végétarien;Urbain;Travail-quotidien;oui;FIAT;F;0;0.397260274;0;53;34
33920;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;FORD;F;0;0.046575342;0;47;29
33921;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.947945205;0;47;29
33922;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;48;30
33923;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;49;31
33924;mensuel;A;Informaticien;Végétalien;Urbain;Travail-occasionnel;oui;FORD;F;0;0.008219178;0;41;21
33925;mensuel;A;Informaticien;Végétalien;Urbain;Travail-occasionnel;oui;PEUGEOT;F;0;0.134246575;0;41;21
33926;mensuel;A;Informaticien;Végétalien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;3;0.736986301;85271.32;41;21
33927;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.41369863;0;50;31
33928;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;AUDI;M;0;0.583561644;0;51;32
33929;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;41;22
33930;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;42;23
33931;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.076712329;0;43;24
33932;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;1;0.284931507;2677.19;43;24
33933;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;1;0;44;25
33934;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.164383562;0;37;13
33935;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.704109589;0;37;13
33936;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.126027397;0;38;14
33937;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;1;0.591780822;40736.78;38;14
33938;annuel;A;Médecin;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;1;0.997260274;255.52;56;37
33939;annuel;A;Médecin;Carnivore;Urbain;Travail-quotidien;non;MERCEDES-BENZ;M;0;0.997260274;0;57;38
33940;annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;F;0;0.997260274;0;44;14
33941;annuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;F;0;0.997260274;0;45;15
33942;mensuel;F;Avocat;Végétalien;Semi-urbain;Travail-quotidien;oui;RENAULT;M;0;0.136986301;0;43;31
33943;annuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;HYUNDAI;M;0;0.471232877;0;41;20
33944;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;HYUNDAI;M;0;0.997260274;0;42;21
33945;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;HYUNDAI;M;0;0.019178082;0;43;22
33946;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;HYUNDAI;M;0;0.997260274;0;44;23
33947;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;DAEWOO;M;1;0.997260274;797.26;37;19
33948;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;DAEWOO;M;0;0.997260274;0;38;20
33949;mensuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;DAEWOO;M;1;0.997260274;1020.52;39;21
33950;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;CHRYSLER;M;0;0.073972603;0;65;30
33951;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;CHRYSLER;M;0;0.424657534;0;66;31
33952;annuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-quotidien;non;CHRYSLER;M;0;0.997260274;0;66;31
33953;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;CHRYSLER;M;0;0.997260274;0;68;33
33954;annuel;F;Informaticien;Carnivore;Semi-urbain;Loisir;non;VOLVO;M;0;0.997260274;0;43;24
33955;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;GM;F;0;1;0;59;20
33956;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;GM;F;0;0.383561644;0;61;22
33957;mensuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;GM;F;0;0.610958904;0;61;22
33958;annuel;F;Infirmière;Végétarien;Semi-urbain;Travail-quotidien;non;FORD;M;0;0.997260274;0;60;33
33959;annuel;F;Infirmière;Végétarien;Semi-urbain;Travail-quotidien;non;FORD;M;0;0.37260274;0;61;34
33960;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;M;0;0.126027397;0;41;21
33961;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;TOYOTA;F;0;0.2;0;37;22
33962;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;CHRYSLER;F;0;0.794520548;0;37;22
33963;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;CHRYSLER;F;2;0.997260274;646.54;38;23
33964;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;CHRYSLER;F;1;0.997260274;1000.81;39;24
33965;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;LANCIA;M;0;0.490410959;0;36;15
33966;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;LANCIA;M;0;0.997260274;0;36;15
33967;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.397260274;0;33;16
33968;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.846575342;0;34;17
33969;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-occasionnel;oui;TOYOTA;F;1;0.997260274;1000.81;35;18
33970;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;0;0.997260274;0;40;19
33971;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;0;0.997260274;0;41;20
33972;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;0;0.997260274;0;42;21
33973;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;FIAT;M;0;1;0;34;14
33974;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;FIAT;M;0;0.854794521;0;35;15
33975;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;HONDA;M;0;0.139726027;0;36;16
33976;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.536986301;0;36;16
33977;annuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;VOLKSWAGEN;M;0;0.997260274;0;37;17
33978;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;44;14
33979;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;NISSAN;M;1;0.216438356;2155.38;45;15
33980;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;CHRYSLER;F;0;0.997260274;0;56;30
33981;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;CHRYSLER;F;0;0.997260274;0;57;31
33982;mensuel;F;Médecin;Carnivore;Semi-urbain;Travail-occasionnel;oui;CHRYSLER;F;0;0.997260274;0;58;32
33983;annuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.443835616;0;56;31
33984;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;1;0.761643836;627.96;42;23
33985;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;43;24
33986;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;44;25
33987;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;45;26
33988;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;KIA;M;1;1;38.48;31;13
33989;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;KIA;M;0;0.997260274;0;32;14
33990;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;KIA;M;0;0.482191781;0;33;15
33991;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;KIA;M;1;0.512328767;2326.75;33;15
33992;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;ROVER;M;0;1;0;43;24
33993;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.545205479;0;44;25
33994;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;HONDA;M;0;0.997260274;0;45;26
33995;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;PEUGEOT;F;0;0.997260274;0;70;41
33996;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;PEUGEOT;F;0;0.997260274;0;71;42
